PLAYER_NAME;POSICIÓN;YEAR;AGE;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;DD2;TD3;DEF_RATING;DREB_PCT;PCT_DREB;PCT_STL;PCT_BLK;OPP_PTS_OFF_TOV;OPP_PTS_2ND_CHANCE;OPP_PTS_FB;OPP_PTS_PAINT;DEF_WS
Malik Allen;PF;2007;29;60;35;25;0,583;10,6;1,8;4,3;0,415;0;0;0;0,5;0,6;0,824;0,7;1,3;2;0,3;0,4;0,3;0,3;0,2;1,4;0,7;4;1,2;0;0;98;0,122;0,195;0,14;0,246;4;2,9;2;7;0,051
Malik Rose;PF;2007;32;65;25;40;0,385;12,5;1,1;2,9;0,398;0;0,1;0,25;0,6;0,8;0,808;0,7;2;2,7;1;1;0,4;0,1;0,2;1,8;0,8;3;-2;1;0;105,8;0,169;0,255;0,274;0,167;5;3,3;2,6;9;0,031
Manu Ginobili;PF;2007;29;75;56;19;0,747;27,5;5,3;11,4;0,464;1,7;4,3;0,396;4,3;5;0,86;0,8;3,6;4,4;3,5;2,1;1,5;0,4;0,5;2,1;4,1;16,5;7,2;1;0;95,1;0,135;0,2;0,322;0,124;8,5;7,2;6,1;21,6;0,163
Marc Jackson;PF;2007;32;56;23;33;0,411;18,3;2,8;6,9;0,41;0;0;0;1,6;1,8;0,874;1,1;2,3;3,4;1;1,2;0,4;0,1;0,4;1,6;1,7;7,3;-2,6;4;0;106,4;0,14;0,205;0,171;0,101;5,7;4,4;4,2;13,9;0,041
Marcus Banks;PG;2007;25;45;32;13;0,711;11,2;1,9;4,4;0,429;0,1;0,6;0,172;1,1;1,3;0,8;0,2;0,6;0,8;1,3;0,9;0,5;0,1;0,2;1,6;1,3;4,9;-3,1;0;0;107,6;0,058;0,092;0,307;0,079;4;3,3;2,4;10,2;0,021
Marcus Camby;C;2007;33;70;39;31;0,557;33,8;4,5;9,4;0,473;0;0;0;2,3;3,2;0,729;2,3;9,3;11,7;3,2;1,7;1,2;3,3;0,3;2,6;2,5;11,2;1,6;32;0;105,6;0,265;0,424;0,207;0,743;12,6;10,8;9,4;31,3;0,085
Marcus Vinicius;SF;2007;23;13;4;9;0,308;8;0,5;1,2;0,467;0,2;0,5;0,429;0,4;0,5;0,714;0,2;0,7;0,8;0,4;0,5;0,2;0,1;0;0,8;0,6;1,7;-2,5;0;0;118,1;0,107;0,161;0,222;0,143;4,2;1,8;2,1;6,3;-0,011
Marcus Williams;PG;2007;21;79;40;39;0,506;16,6;2,6;6,7;0,395;0,6;2,1;0,282;0,9;1,1;0,847;0,4;1,7;2,1;3,3;1,8;0,4;0;0,5;1,2;1,1;6,8;-0,5;0;0;100,9;0,102;0,161;0,186;0,023;5,8;4,6;3,9;12,7;0,068
Mardy Collins;SF;2007;22;52;19;33;0,365;14,9;1,7;4,4;0,382;0,3;0,9;0,277;0,9;1,6;0,585;0,5;1,5;2;1,6;1,1;0,6;0,1;0,3;1,4;1;4,5;-1,9;3;0;103,9;0,105;0,157;0,267;0,068;5,5;3,5;3,1;10,5;0,046
Mark Blount;C;2007;31;82;32;50;0,39;31;5,2;10,2;0,509;0,1;0,4;0,29;1,8;2,4;0,754;1,7;4,5;6,2;0,8;1,9;0,5;0,7;0,6;2,9;2,3;12,3;-3,6;8;0;107,4;0,148;0,232;0,14;0,274;11;8,9;8;26,9;0,061
Mark Madsen;C;2007;31;56;24;32;0,429;8,5;0,4;0,8;0,535;0;0;0;0,3;0,5;0,517;0,6;0,9;1,6;0,2;0,4;0,2;0,2;0,1;1,8;0,8;1,1;-0,3;0;0;100,1;0,113;0,169;0,156;0,244;2,9;2,1;1,6;5,1;0,036
Marko Jaric;C;2007;28;70;26;44;0,371;22,2;1,9;4,6;0,418;0,5;1,2;0,376;1;1,3;0,761;0,8;1,9;2,6;2,1;1,3;1,1;0,2;0,3;2,5;1,1;5,3;-2,2;0;0;104,8;0,089;0,139;0,302;0,139;8,8;6,2;5,7;19,3;0,061
Marquis Daniels;SG;2007;26;45;23;22;0,511;17,8;2,9;6,2;0,459;0,1;0,6;0,231;1,2;1,8;0,7;0,6;1,2;1,8;1,3;1,2;0,6;0,2;0,4;1,2;2;7,1;-1,7;0;0;103,2;0,073;0,119;0,209;0,07;7,4;5,3;4,6;15,2;0,058
Martell Webster;SF;2007;20;82;32;50;0,39;21,5;2,4;6;0,396;1,1;3;0,364;1,1;1,6;0,705;0,5;2,4;2,9;0,6;0,9;0,4;0,2;0,2;1,5;1,3;7;-1,8;0;0;106,7;0,123;0,195;0,146;0,107;7,5;5,8;6,2;18,2;0,047
Marvin Williams;PF;2007;21;64;21;43;0,328;34;4,8;11;0,433;0,2;0,7;0,244;3,4;4,1;0,815;1,3;4;5,3;1,9;2;0,8;0,5;0,9;3;2,8;13,1;-3;4;0;106,5;0,128;0,201;0,152;0,121;12,8;9,4;9,3;30,4;0,076
Matt Barnes;PF;2007;27;76;40;36;0,526;23,9;3,6;8,3;0,438;1,4;3,8;0,366;1,2;1,6;0,732;1,2;3,4;4,6;2,1;1,4;1;0,5;0,3;2,5;1,2;9,8;-0,3;8;0;105,7;0,137;0,226;0,215;0,181;9,4;7,8;7,2;21,9;0,06
Matt Bonner;PF;2007;27;56;46;10;0,821;11,7;1,9;4,2;0,447;0,6;1,7;0,383;0,5;0,7;0,711;1,1;1,6;2,8;0,4;0,4;0,3;0,2;0,1;1,2;0,6;4,9;0,5;1;0;102,2;0,151;0,224;0,175;0,2;3,6;3,1;3,2;9,1;0,042
Matt Carroll;SG;2007;26;72;28;44;0,389;26,1;4;9,1;0,433;1,5;3,7;0,416;2,6;2,9;0,904;0,5;2,4;2,9;1,3;1;0,7;0,1;0,5;2,4;1,9;12,1;-1,6;0;0;106,9;0,099;0,156;0,185;0,057;8,6;6,8;7;22,7;0,054
Matt Freije;PF;2007;25;19;9;10;0,474;7,7;0,8;2,8;0,296;0,2;1,2;0,136;0,3;0,3;0,833;0,4;0,8;1,3;0,4;0,2;0,2;0,1;0,2;0,7;0,4;2,1;0,3;0;0;91,7;0,109;0,168;0,214;0,111;2,5;1,9;2,2;5,8;0,057
Matt Harpring;SF;2007;31;77;49;28;0,636;25,5;4,2;8,5;0,491;0,2;0,5;0,333;3,1;4;0,767;1,5;3,1;4,6;1,3;1,5;0,7;0,1;0,5;3;3,4;11,6;2,9;2;0;104,3;0,131;0,198;0,186;0,082;9,1;5,5;6,5;17,9;0,074
Maurice Ager;SG;2007;23;32;26;6;0,813;6,7;0,7;2,2;0,314;0,2;0,5;0,333;0,6;1;0,606;0;0,6;0,7;0,2;0,5;0,1;0,1;0,2;0,8;0,6;2,2;-2,2;0;0;101,4;0,089;0,147;0,16;0,158;3,1;1,5;2,3;4,6;0,027
Maurice Evans;SG;2007;28;76;39;37;0,513;22,8;3,1;7,1;0,432;0,6;1,8;0,361;1,6;2;0,787;1,2;1,7;2,9;1;0,8;0,5;0,2;0,6;1,7;1,5;8,4;-0,1;0;0;106,3;0,077;0,124;0,155;0,074;8,2;6,8;5,2;20,1;0,051
Maurice Taylor;PF;2007;30;12;3;9;0,25;8,6;0,7;2,3;0,286;0;0;0;0,7;1,1;0,615;0,8;1,5;2,3;0,4;0,5;0,3;0,1;0,4;1,3;0,8;2;2,4;0;0;81,9;0,167;0,29;0,19;0,25;1,3;1,8;1,3;7,2;0,083
Mehmet Okur;C;2007;28;80;49;31;0,613;33,3;6,1;13,3;0,462;1,6;4,2;0,384;3,7;4,8;0,765;2;5,2;7,2;2;1,6;0,5;0,5;0,5;3,2;3,6;17,6;0,5;21;0;108,6;0,169;0,254;0,098;0,161;12,2;8,1;8,8;28,4;0,053
Melvin Ely;C;2007;29;30;7;23;0,233;10,3;1;2,7;0,363;0;0;0;1;1,6;0,66;0,5;1,3;1,8;0,6;0,9;0,2;0,3;0,3;1,7;1,4;3;-3,1;0;0;100;0,125;0,193;0,14;0,308;4,4;2,5;3,2;8,3;0,048
Metta World Peace;SF;2007;27;70;28;42;0,4;37,7;6,5;14,9;0,44;1,3;3,7;0,358;4,4;5,9;0,74;1,5;5;6,5;3,4;2,1;2,1;0,6;1,1;2,9;4,7;18,8;0,6;11;0;105,8;0,143;0,22;0,329;0,247;11,2;9,3;8,8;31,4;0,091
Michael Doleac;C;2007;30;56;26;30;0,464;12,5;1,5;3,1;0,469;0;0;0;0,6;0,7;0,878;0,8;2;2,8;0,4;0,5;0,3;0,3;0,2;1,7;0,6;3,6;-1,3;1;0;103,4;0,167;0,264;0,155;0,319;4,4;3,5;2,9;9,8;0,04
Michael Finley;SF;2007;34;82;58;24;0,707;22,2;3,3;8,1;0,412;1,3;3,5;0,364;1,1;1,2;0,918;0,4;2,3;2,7;1,3;0,6;0,4;0,2;0,1;0,9;0,8;9;2,2;1;0;101,5;0,107;0,161;0,125;0,088;6,9;5,7;5;18,1;0,084
Michael Olowokandi;C;2007;32;24;5;19;0,208;9,7;0,8;1,9;0,413;0;0;0;0,1;0,1;0,667;0,6;1,4;2;0,2;0,7;0,3;0,5;0,2;2;0,3;1,7;-1,3;0;0;93,8;0,157;0,227;0,216;0,65;3,6;1,9;1,9;7,3;0,059
Michael Redd;SF;2007;27;53;22;31;0,415;38,4;9;19,3;0,465;2,2;5,8;0,382;6,5;7,8;0,829;0,8;2,9;3,7;2,3;2,3;1,2;0,2;1,3;1,5;5,5;26,7;0;0;0;108,6;0,082;0,133;0,205;0,08;13,6;10,6;10,2;34;0,061
Michael Ruffin;PF;2007;30;30;12;18;0,4;9;0,2;0,6;0,278;0;0;0;0,2;0,6;0,368;1,2;0,9;2,1;0,2;0,4;0,2;0,3;0;1,4;0,6;0,6;-3,3;0;0;105,9;0,103;0,171;0,136;0,4;3,4;2,9;2,7;7,4;0,022
Michael Sweetney;PF;2007;24;48;29;19;0,604;8;1,2;2,8;0,433;0;0;0;0,8;1,4;0,561;0,9;1,6;2,5;0,6;0,9;0,2;0,2;0,6;1,6;1,1;3,2;0,6;1;0;93,6;0,187;0,277;0,143;0,333;3,2;1,9;1,5;5,1;0,051
Mickael Gelabale;PF;2007;24;70;26;44;0,371;17,7;1,7;3,8;0,462;0,2;0,7;0,234;0,9;1,2;0,805;0,8;1,6;2,5;0,8;0,7;0,3;0,3;0,2;1,5;1;4,6;-1;0;0;105,8;0,096;0,154;0,127;0,21;6,5;5,5;4,7;15,5;0,044
Mickael Pietrus;SF;2007;25;72;37;35;0,514;26,9;4;8,1;0,488;1,3;3,3;0,388;1,9;2,9;0,648;1,1;3,4;4,5;0,9;1,5;0,7;0,8;0,4;3,1;2,4;11,1;-2,4;4;0;107,1;0,126;0,204;0,15;0,227;10,4;9;7,5;25,4;0,055
Mike Bibby;PG;2007;29;82;33;49;0,402;33,9;5,7;14,2;0,404;2,1;5,9;0,36;3,5;4,2;0,83;0,5;2,7;3,2;4,7;2,4;1,1;0,1;0,3;1,7;3,5;17,1;-0,4;2;0;106,2;0,084;0,13;0,18;0,035;10,4;9,2;8,9;30,5;0,079
Mike Dunleavy;SG;2007;26;82;34;48;0,415;31,5;4,7;10,4;0,452;0,9;2,7;0,313;2,6;3,3;0,784;1;4,2;5,3;2,8;1,8;1;0,3;0,4;2,5;3;12,8;-1;7;0;105,1;0,136;0,211;0,213;0,081;11,2;9,4;8;26,3;0,087
Mike James;PG;2007;32;82;32;50;0,39;25,2;3,6;8,6;0,423;1;2,6;0,372;1,9;2,2;0,837;0,3;1,7;2;3,6;1,6;0,7;0,1;0,5;2,1;1,8;10,1;-2,4;2;0;107,2;0,069;0,106;0,219;0,039;9,2;7,2;6,5;21,5;0,051
Mike Miller;SG;2007;27;70;17;53;0,243;39,1;6,6;14,4;0,46;2,9;7,1;0,406;2,3;2,9;0,793;0,7;4,7;5,4;4,3;2,6;0,8;0,3;0,5;2;3;18,5;-4,3;6;0;110,6;0,128;0,2;0,148;0,063;16,2;11,4;11,9;37,3;0,038
Mike Wilks;PG;2007;28;47;14;33;0,298;11,4;1,4;3;0,468;0,1;0,3;0,333;0,7;0,9;0,786;0,3;0,8;1,1;1,7;0,7;0,3;0,1;0,2;1,1;0,9;3,6;0,4;1;0;103,5;0,078;0,127;0,205;0,098;3,5;3;2,7;8,9;0,035
Mikki Moore;C;2007;31;79;39;40;0,494;26,3;3,9;6,4;0,609;0;0;0;2;3;0,681;1,8;3,3;5,1;0,9;1,4;0,6;0,8;0,6;3,3;3;9,8;0,1;2;0;104,6;0,131;0,202;0,17;0,476;9,2;7,1;5,8;19,1;0,073
Mo Williams;PG;2007;24;68;24;44;0,353;36,3;6,9;15,4;0,446;1,2;3,4;0,346;2,3;2,7;0,855;0,8;4;4,8;6,1;3;1,3;0,1;0,7;3;2,6;17,3;-1,2;11;1;108,9;0,119;0,192;0,232;0,047;13,3;10,6;9,9;32,4;0,054
Monta Ellis;SG;2007;21;77;39;38;0,506;34,3;6,2;13,1;0,475;0,5;1,9;0,273;3,5;4,6;0,763;0,8;2,4;3,2;4,1;2,9;1,7;0,3;0,8;2,7;4,1;16,5;0,4;2;0;105,6;0,068;0,111;0,259;0,067;12,5;11,6;9,4;31,8;0,085
Morris Peterson;SF;2007;29;71;40;31;0,563;21,3;3,1;7,3;0,429;1,5;4,2;0,359;1,2;1,7;0,683;0,5;2,9;3,3;0,7;0,7;0,6;0,2;0,1;1,8;1,5;8,9;-1,8;1;0;105,9;0,143;0,219;0,196;0,099;6,7;6,1;5,7;18,4;0,052
Mouhamed Sene;C;2007;21;28;5;23;0,179;6,1;0,6;1,8;0,367;0;0;0;0,6;1;0,586;0,6;1;1,6;0;0,4;0,1;0,4;0,1;1,2;0,7;1,9;-1,8;0;0;105,3;0,18;0,322;0,136;0,522;2,3;2,2;1,3;4,8;0,016
Nate Robinson;PG;2007;23;64;23;41;0,359;21,2;3,5;8,2;0,434;1,3;3,3;0,39;1,7;2,2;0,777;0,9;1,5;2,4;1,4;1,1;0,8;0,1;0,4;2,5;1,9;10,1;-0,4;0;0;103,4;0,075;0,115;0,243;0,068;8;5,8;3,6;15,7;0,069
Nazr Mohammed;C;2007;29;51;34;17;0,667;15,2;2,3;4,4;0,532;0;0;0;1;1,6;0,61;1,7;2,7;4,5;0,2;0,8;0,5;0,8;0,2;2,6;1,3;5,6;-0,6;2;0;105,9;0,182;0,29;0,287;0,408;4,6;4,9;4,2;13,5;0,037
Nenad Krstic;C;2007;23;26;11;15;0,423;32,6;6,5;12,4;0,526;0;0;0;3,3;4,7;0,711;2;4,8;6,8;1,8;2;0,4;0,9;1,2;3,4;3,9;16,4;0,2;5;0;103,4;0,156;0,222;0,105;0,414;10,7;6,5;8,3;24,5;0,104
Nene;C;2007;24;64;33;31;0,516;26,8;4,6;8,1;0,57;0;0;0;3;4,4;0,689;2,3;4,7;7;1,2;2;1;0,9;0,7;3,3;3,5;12,2;1,9;12;0;102,1;0,17;0,265;0,211;0,298;10,4;7,5;7,6;23,4;0,096
Nick Collison;C;2007;26;82;31;51;0,378;29;3,9;7,8;0,5;0;0;0;1,9;2,4;0,774;2,8;5,3;8,1;1;1,5;0,6;0,8;0,8;3,5;2,4;9,6;-1,3;18;0;106,9;0,194;0,304;0,133;0,377;10,2;8,2;7,7;25,5;0,061
Orien Greene;SG;2007;25;41;14;27;0,341;6,2;0,6;1,5;0,371;0;0,3;0,182;0,4;0,6;0,6;0,3;0,8;1,1;0,5;0,7;0,4;0,1;0,1;0,9;0,5;1,5;-1,3;0;0;97;0,129;0,205;0,415;0,154;2,7;1,5;1,6;4,2;0,034
Othella Harrington;PF;2007;33;26;8;18;0,308;8,5;1;2,2;0,446;0;0;0;0,7;0,8;0,773;0,5;1;1,5;0,2;0,6;0;0;0,2;1,9;0,9;2,6;-1,5;0;0;95,3;0,113;0,172;0,037;0,059;3,4;1,8;2,4;5,3;0,05
P.J. Brown;PF;2007;37;72;42;30;0,583;20,2;2,4;5,8;0,407;0;0;0;1,3;1,7;0,787;1,8;3;4,8;0,7;1,2;0,3;0,7;0,7;2,6;1,6;6,1;2,7;3;0;95,3;0,153;0,223;0,103;0,323;6,3;4,3;4,8;13,8;0,115
P.J. Tucker;PF;2007;22;17;5;12;0,294;4,9;0,6;1,3;0,5;0;0;0;0,5;0,8;0,571;0,6;0,7;1,4;0,2;0,4;0,1;0;0,1;0,7;0,5;1,8;-1,9;0;0;105,9;0,171;0,222;0,154;0;1,8;1;1,9;3,9;0,014
Pape Sow;C;2007;25;7;4;3;0,571;4,9;0,4;1,3;0,333;0;0;0;0,6;0,9;0,667;0,9;0,7;1,6;0,3;0,1;0,1;0,1;0,3;0,3;0,7;1,4;-4,4;0;0;125;0,172;0,263;0,2;1;2,6;1,4;3,6;6;-0,019
Pat Burke;C;2007;33;23;19;4;0,826;7,1;1;2,8;0,354;0,3;1;0,273;0,3;0,6;0,615;0,5;1,5;2;0,2;0,3;0,1;0,1;0,2;0,8;0,6;2,6;-1,3;0;0;104,2;0,2;0,307;0,188;0,143;2,7;1,9;1,4;6,4;0,021
Pat Garrity;PF;2007;30;33;14;19;0,424;8,4;0,7;2,1;0,314;0,3;1;0,344;0,5;0,5;0,889;0,4;0,9;1,3;0,4;0,4;0,2;0;0,1;1,1;0,5;2,2;0,3;0;0;102,1;0,12;0,181;0,156;0;2,6;2,2;1,5;5,9;0,03
Patrick O'Bryant;C;2007;21;16;4;12;0,25;7,4;0,6;2;0,313;0;0;0;0,7;1,1;0,647;0,4;0,9;1,3;0,6;0,5;0,4;0,5;0;1,6;0,7;1,9;1,1;0;0;100;0,119;0,197;0,2;0,571;2,9;2;1,9;6,1;0,032
Pau Gasol;C;2007;26;59;17;42;0,288;36,1;7,8;14,5;0,538;0,1;0,2;0,273;5,1;6,8;0,748;2,5;7,3;9,8;3,4;2,7;0,5;2,1;1,3;2,3;6;20,8;-4,1;33;1;112,6;0,211;0,329;0,107;0,488;15,1;11;12,7;36,6;0,012
Paul Davis;C;2007;22;31;14;17;0,452;5,8;0,7;1,7;0,423;0;0;0;0,2;0,3;0,7;0,7;0,7;1,4;0,2;0,3;0,2;0,2;0,1;0,9;0,4;1,6;-0,5;0;0;93,3;0,13;0,189;0,2;0,313;1,9;1,3;1,1;4,5;0,039
Paul Millsap;PF;2007;22;82;51;31;0,622;18;2,5;4,9;0,525;0;0;0,333;1,7;2,5;0,673;2,2;2,9;5,2;0,8;1,1;0,8;0,9;0,6;2,9;2;6,8;1,8;7;0;101,7;0,182;0,273;0,283;0,583;6,6;3,9;4,4;13;0,066
Paul Pierce;PF;2007;29;47;20;27;0,426;37;7,9;18,1;0,439;2,3;5,9;0,389;6,8;8,6;0,796;0,8;5,1;5,9;4,1;3,2;1;0,3;1,1;2,6;6,8;25;0;5;0;106,9;0,143;0,214;0,2;0,075;13,2;9,5;8,8;32,9;0,079
Peja Stojakovic;SG;2007;30;13;8;5;0,615;32,7;6,4;15,1;0,423;2,6;6,5;0,405;2,4;2,9;0,816;0,8;3,3;4,2;0,8;1,5;0,6;0,3;0,7;2,2;2,1;17,8;0,8;0;0;104,1;0,108;0,167;0,143;0,16;10,5;9,4;6,6;26,3;0,098
Pops Mensah-Bonsu;PF;2007;23;12;9;3;0,75;5,9;0,9;1,4;0,647;0;0;0;0,6;1,5;0,389;0,8;1;1,8;0;0,8;0,1;0;0,1;0,7;0,8;2,4;0,5;0;0;99,3;0,167;0,267;0,077;0;2;1,8;1,6;4,3;0,028
Primoz Brezec;PF;2007;27;58;22;36;0,379;14,5;2,1;4,7;0,445;0;0,1;0,333;0,7;1,2;0,632;1,4;1,8;3,2;0,4;0,7;0,2;0,4;0,4;2,8;1,1;5;-2,2;1;0;106,7;0,14;0,212;0,083;0,333;4,8;3,3;3,6;12,3;0,032
Quentin Richardson;SF;2007;27;49;21;28;0,429;33,1;4,7;11,1;0,418;2;5,3;0,376;1,7;2,4;0,692;1,3;5,9;7,2;2,2;1,4;0,7;0,1;0,6;2,7;2;13;-1,3;8;0;107,9;0,182;0,28;0,184;0,08;12,2;9,6;7,1;27,8;0,059
Quincy Douby;PG;2007;23;42;16;26;0,381;8,6;1,1;3;0,381;0,3;1,2;0,24;0,3;0,4;0,733;0,3;0,6;0,9;0,4;0,4;0,4;0,1;0,1;0,5;0,4;2,8;-0,9;0;0;105;0,068;0,119;0,268;0,098;3,1;3;2,7;7,5;0,024
Quinton Ross;SG;2007;26;81;40;41;0,494;21;2,2;4,7;0,467;0;0,1;0,2;0,8;1,1;0,782;0,7;1,6;2,3;1,1;0,4;0,9;0,4;0,3;2,2;1,1;5,2;-1,5;0;0;104;0,078;0,12;0,281;0,136;7,1;5,2;4,6;18;0,064
Raef LaFrentz;PF;2007;31;27;9;18;0,333;13;1,4;3,8;0,382;0,1;0,9;0,087;0,7;1;0,769;0,9;1,7;2,6;0,3;0,5;0,3;0,4;0,1;2,1;0,7;3,7;-4,2;0;0;114,4;0,155;0,237;0,167;0,367;4,2;2,9;3,6;10,5;-0,003
Rafael Araujo;PF;2007;26;28;17;11;0,607;8,8;1;2,3;0,415;0;0;0;0,6;1;0,621;0,8;1,6;2,4;0,4;0,6;0,2;0,1;0,3;1,4;0,8;2,6;2;0;0;93,9;0,205;0,299;0,105;0,133;3,1;1,8;1;5,9;0,055
Rafer Alston;PG;2007;30;82;52;30;0,634;37,1;4,7;12,4;0,375;2,3;6,5;0,363;1,6;2,2;0,734;0,4;3,1;3,4;5,4;2,1;1,6;0,1;0,4;2,4;1,7;13,3;5,6;3;0;98,2;0,083;0,122;0,28;0,037;10,5;9;7;25,1;0,179
Raja Bell;SG;2007;30;78;59;19;0,756;37,4;5,3;12,2;0,432;2,6;6,4;0,413;1,5;1,9;0,776;0,6;2,6;3,2;2,5;1,1;0,6;0,3;0,3;3;2,5;14,7;6,5;1;0;103,6;0,067;0,106;0,123;0,071;12,2;11,9;8,2;32,4;0,117
Rajon Rondo;PG;2007;21;78;21;57;0,269;23,5;2,4;5,8;0,418;0,1;0,4;0,207;1,5;2,4;0,647;0,9;2,8;3,7;3,8;1,8;1,6;0,1;0,6;2,3;2,1;6,4;0,5;3;0;99,7;0,129;0,199;0,395;0,044;8;5,6;5,5;20,1;0,102
Randolph Morris;C;2007;21;5;1;4;0,2;8,7;0,2;1,2;0,167;0;0;0;0,4;1,2;0,333;0,2;1,6;1,8;0,2;0,4;0,4;0,2;0;0,8;0,8;0,8;-2,4;0;0;113,3;0,19;0,348;0,333;0,25;3,2;2,4;3;4;0,001
Randy Foye;PG;2007;23;82;32;50;0,39;22,9;3,7;8,4;0,434;0,8;2,3;0,368;2;2,3;0,854;0,6;2,1;2,7;2,8;1,9;0,6;0,3;0,7;2,2;2;10,1;-2;1;0;105,5;0,095;0,15;0,207;0,167;8,2;6,5;5,3;18,7;0,058
Rashad McCants;SG;2007;22;37;10;27;0,27;15;1,7;4,8;0,35;0,5;2;0,267;1,1;1,6;0,69;0,4;0,9;1,3;1;1,1;0,7;0,2;0,2;1,9;1,1;5;-0,1;0;0;102,8;0,063;0,101;0,313;0,175;4,4;4,3;3,3;9,9;0,051
Rashard Lewis;SF;2007;27;60;23;37;0,383;39,1;7,7;16,8;0,461;2,5;6,5;0,39;4,4;5,3;0,841;1,5;5,1;6,6;2,4;2;1,1;0,7;0,7;2,4;4,3;22,4;-0,5;13;0;108,2;0,14;0,221;0,179;0,22;13,9;11,7;9,9;34,8;0,067
Rasheed Wallace;C;2007;32;75;48;27;0,64;32,3;4,8;11,2;0,423;1,4;3,9;0,351;1,4;1,8;0,788;1,2;6;7,2;1,7;1,3;1;1,6;0,3;3;1,7;12,3;2,9;12;0;103,4;0,201;0,319;0,217;0,423;7,9;8,6;7,3;24,8;0,102
Rasho Nesterovic;C;2007;31;80;46;34;0,575;21;2,9;5,3;0,546;0;0;0;0,4;0,6;0,68;1,4;3,1;4,5;0,9;0,7;0,5;1,1;0,3;2,4;1;6,2;1,3;0;0;100,3;0,152;0,225;0,155;0,553;6,4;5,2;5;16;0,085
Rasual Butler;SF;2007;28;81;39;42;0,481;27,4;3,9;9,7;0,398;1,7;4,5;0,369;0,7;1,1;0,644;0,5;2,6;3,2;0,8;0,8;0,5;0,7;0,3;1,8;1;10,1;-1,2;1;0;103;0,099;0,15;0,143;0,255;8,8;7,6;6,3;20,6;0,09
Rawle Marshall;SG;2007;25;40;12;28;0,3;9;0,8;2,2;0,36;0,1;0,5;0,222;0,8;1,1;0,689;0,2;0,5;0,7;0,3;0,5;0,3;0,1;0,2;0,6;0,9;2,5;-1,1;0;0;96,1;0,061;0,094;0,203;0,096;4;1,9;2,9;7,9;0,053
Ray Allen;SG;2007;31;55;22;33;0,4;40,3;9,2;21;0,438;3;8,1;0,372;5,1;5,6;0,903;1;3,5;4,5;4,1;2,8;1,5;0,2;0,6;2,1;4,4;26,4;-0,9;4;0;109;0,093;0,145;0,225;0,071;14,3;12,5;10,7;38,3;0,059
Raymond Felton;PG;2007;23;78;31;47;0,397;36,3;5;13,1;0,384;1,3;4;0,33;2,6;3,3;0,797;0,7;2,8;3,4;7;2,9;1,5;0,1;0,6;2,3;3,1;14;-1,5;11;0;105,3;0,081;0,13;0,243;0,037;12,7;9,8;9,4;31,9;0,094
Reggie Evans;PF;2007;27;66;37;29;0,561;17,1;1,8;3,3;0,544;0;0;0;1,4;2,8;0,497;2,4;4,6;7;0,7;1,4;0,6;0,2;0,5;2,2;2,6;4,9;1;6;0;101,1;0,261;0,408;0,228;0,165;6,6;4,7;5,9;15,9;0,066
Renaldo Balkman;SF;2007;22;68;28;40;0,412;15,6;2;4;0,505;0,1;0,4;0,185;0,8;1,3;0,567;1,4;2,9;4,3;0,6;0,7;0,8;0,6;0,3;2,1;1;4,9;-0,3;4;0;98,5;0,189;0,284;0,292;0,454;6,1;4,9;2,9;10,6;0,076
Richard Hamilton;SG;2007;29;75;48;27;0,64;36,8;7,3;15,6;0,468;0,6;1,7;0,341;4,6;5,4;0,861;1;2,8;3,8;3,8;2,1;0,8;0,2;0,9;3,1;4,2;19,8;4,7;2;0;101,7;0,08;0,127;0,151;0,048;9,3;10,2;8,5;28,5;0,137
Richard Jefferson;SF;2007;27;55;30;25;0,545;35,6;5,5;12,1;0,456;0,9;2,6;0,359;4,3;5,9;0,733;0,9;3,5;4,4;2,7;2,2;0,6;0,1;0,7;2,2;4,3;16,3;0,3;1;0;105;0,103;0,155;0,14;0,062;11,9;9,2;7,6;26;0,096
Ricky Davis;SF;2007;27;81;32;49;0,395;37,3;6,2;13,4;0,465;1,5;3,8;0,397;3;3,5;0,839;0,7;3,2;3,9;4,8;2,6;1;0,3;0,5;2,3;3,3;17;-2,8;2;0;105,8;0,088;0,135;0,212;0,093;13,2;10,8;9;31,4;0,091
Robert Hite;SG;2007;23;12;1;11;0,083;11,3;1,6;5;0,317;0,4;1,9;0,217;0,7;1;0,667;0,3;1;1,3;0,7;0,5;0,3;0,2;0,5;0,7;0,8;4,3;-1,2;0;0;101,1;0,09;0,135;0,214;0,25;3,3;2,3;3,5;6,7;0,044
Robert Horry;PF;2007;36;68;45;23;0,662;16,5;1,3;3,7;0,359;0,7;2,2;0,336;0,6;0,9;0,594;1,1;2,3;3,4;1,1;0,6;0,7;0,6;0,1;1,5;1;3,9;2,7;0;0;94,8;0,139;0,212;0,25;0,357;5,4;4,4;3,2;12,9;0,098
Rodney Carney;SF;2007;23;67;24;43;0,358;17,4;2,7;5,9;0,464;0,4;1,1;0,347;0,8;1,3;0,609;0,6;1,3;1,9;0,4;0,6;0,6;0,3;0,2;1,8;0,9;6,6;-1,9;0;0;104,9;0,08;0,129;0,217;0,2;6,6;5,2;5,2;16,4;0,049
