PLAYER_NAME;POSITION;YEAR;AGE;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;DD2;TD3;DEF_RATING;DREB_PCT;PCT_DREB;PCT_STL;PCT_BLK;OPP_PTS_OFF_TOV;OPP_PTS_2ND_CHANCE;OPP_PTS_FB;OPP_PTS_PAINT;DEF_WS
Derrick Favors;C;2022;30;39;15;24;0.385;16.7;2.4;4.7;0.516;0.1;0.4;0.125;0.4;0.6;0.64;1.5;3.2;4.7;0.6;0.2;0.4;0.3;0.2;1.6;0.7;5.3;-3.7;1;0;106.5;0.178;0.238;0.179;0.245;5.1;3.7;3.4;13.9;0.068
Derrick Jones Jr.;SF;2022;25;51;28;23;0.549;17.6;2.1;3.8;0.538;0.4;1.2;0.328;1.1;1.4;0.8;1.2;2.1;3.3;0.6;0.6;0.5;0.6;0.4;2.1;1.3;5.6;0.8;0;0;110.1;0.121;0.172;0.176;0.388;5.3;5.1;4.2;18.5;0.054
Derrick Rose;PG;2022;33;26;11;15;0.423;24.5;4.7;10.5;0.445;1.4;3.5;0.402;1.2;1.2;0.968;0.8;2.2;3;4;1.5;0.8;0.5;0.7;0.6;1;12;3.5;0;0;103.3;0.08;0.124;0.222;0.145;7.1;6.5;4.3;19.8;0.122
Derrick White;SG;2022;27;75;40;35;0.533;29.3;4.5;10.7;0.421;1.5;4.9;0.312;2.7;3.1;0.864;0.5;3;3.5;4.9;1.6;0.9;0.8;0.4;2.3;3.6;13.2;2.7;2;0;106.4;0.094;0.141;0.189;0.23;8.3;8.9;6.7;29.6;0.123
Desmond Bane;SG;2022;23;76;53;23;0.697;29.8;6.7;14.5;0.461;3;6.9;0.436;1.8;2;0.903;0.6;3.8;4.4;2.7;1.5;1.2;0.4;0.9;2.6;1.5;18.2;4.8;0;0;107.8;0.118;0.173;0.207;0.093;8.6;8;8.5;28.3;0.109
Devin Booker;SG;2022;25;68;56;12;0.824;34.5;9.7;20.9;0.466;2.7;7;0.383;4.6;5.3;0.868;0.7;4.4;5;4.8;2.4;1.1;0.4;0.9;2.6;4.6;26.8;6.9;5;0;108.1;0.117;0.171;0.186;0.127;10.4;10.8;8.2;32.8;0.124
Devin Cannady;PG;2022;25;5;2;3;0.4;28.9;3;8.8;0.341;3;7.4;0.405;1;1.4;0.714;0.2;1;1.2;2;1;1;0.6;0.6;1.8;0.6;10;-2.2;0;0;109.6;0.032;0.044;0.278;0.3;8.8;8.2;6.8;26.8;0.09
Devin Vassell;SF;2022;21;71;29;42;0.408;27.3;4.6;10.8;0.427;1.9;5.4;0.361;1.2;1.4;0.838;0.6;3.7;4.3;1.9;0.8;1.1;0.6;0.4;2;1.3;12.3;0.5;1;0;110.2;0.128;0.195;0.235;0.207;9.1;7.7;6.5;28;0.082
Devon Dotson;PG;2022;22;11;5;6;0.455;7.7;1;2.1;0.478;0.2;0.8;0.222;0.5;0.8;0.556;0.1;0.7;0.8;1.4;0.5;0.1;0;0.2;1;0.6;2.6;-0.2;0;0;112;0.105;0.145;0.143;0;2.7;1.8;1.6;6.7;0.019
Devontae Cacok;PF;2022;25;15;5;10;0.333;8.1;1.4;2.1;0.677;0;0;0;0.3;0.5;0.571;0.5;2.3;2.8;0.4;0.2;0.5;0.5;0.1;1.1;0.5;3.1;-0.1;0;0;106.1;0.279;0.41;0.381;0.412;2;1.7;0.9;7.5;0.035
Devonte' Graham;PG;2022;27;76;34;42;0.447;28.4;3.9;10.7;0.363;2.5;7.4;0.341;1.6;1.8;0.843;0.5;1.8;2.3;4.2;1.4;0.9;0.2;0.3;1.3;1.8;11.9;0.5;0;0;111.1;0.064;0.092;0.203;0.065;9.1;7.3;6.8;26.2;0.077
Dewayne Dedmon;C;2022;32;67;43;24;0.642;15.9;2.4;4.3;0.566;0.3;0.7;0.404;1.1;1.5;0.75;1.6;4.2;5.8;0.7;1;0.4;0.6;0.3;2.6;1.4;6.3;0.7;3;0;106;0.251;0.379;0.161;0.532;6;4.5;3.7;13.7;0.068
Didi Louzada;SF;2022;22;9;0;9;0;14.4;1.3;3.7;0.364;1;2.6;0.391;0.2;0.2;1;0.6;1.3;1.9;0.6;0.6;0.2;0.2;0.3;1.4;0.2;3.9;-9;0;0;112.1;0.096;0.174;0.059;0.182;6.4;6.2;5.2;15.8;0.035
Dillon Brooks;SF;2022;26;32;22;10;0.688;27.7;7.1;16.4;0.432;1.4;4.7;0.309;2.8;3.3;0.849;0.9;2.3;3.2;2.8;1.6;1.1;0.3;0.8;3.3;3.4;18.4;6.4;0;0;105.9;0.08;0.117;0.19;0.072;7.5;6.6;7.5;25.3;0.118
Domantas Sabonis;PF;2022;26;62;21;41;0.339;34.4;7.1;12.5;0.573;0.6;2;0.312;4;5.4;0.741;3.2;8.9;12.1;5.2;3.1;1;0.4;0.7;3.3;5.2;18.9;-0.2;46;5;110.1;0.264;0.362;0.193;0.132;11.7;8.6;9.2;34.9;0.102
Donovan Mitchell;PG;2022;25;67;41;26;0.612;33.8;9.2;20.5;0.448;3.5;9.8;0.355;4;4.7;0.853;0.8;3.4;4.2;5.3;3;1.5;0.2;0.7;2.4;4.1;25.9;4.1;3;0;111.7;0.096;0.139;0.281;0.05;11.5;9.5;8;32.8;0.086
Donte DiVincenzo;SG;2022;25;42;21;21;0.5;23.9;2.8;8;0.351;1.8;5.2;0.339;1.7;2;0.843;1;3.1;4;2.8;1.7;1.1;0.2;0.3;1.6;1.9;9;-1.8;0;0;111.2;0.125;0.186;0.314;0.09;8;7.2;5.7;23;0.066
Dorian Finney-Smith;PF;2022;29;80;51;29;0.638;33;4.1;8.7;0.471;2.2;5.4;0.395;0.7;1;0.675;1.5;3.2;4.7;1.9;1;1.1;0.5;0.3;2.3;0.9;11;3;1;0;110.4;0.095;0.138;0.244;0.193;9.3;8.7;8.1;32.2;0.095
Doug McDermott;PF;2022;30;51;21;30;0.412;24;4.2;9.1;0.462;2.1;5;0.422;0.8;1;0.784;0.4;1.9;2.3;1.3;0.8;0.3;0.1;0.5;1.5;0.9;11.3;-0.7;0;0;114.1;0.076;0.113;0.073;0.054;7.8;7.8;6.7;26.6;0.044
Draymond Green;PF;2022;32;46;34;12;0.739;28.9;2.9;5.6;0.525;0.3;1.2;0.296;1.3;2;0.659;1;6.3;7.3;7;3;1.3;1.1;0.3;3;2;7.5;4.2;4;1;102.8;0.204;0.285;0.25;0.357;10.4;6.7;6.6;25.1;0.152
Drew Eubanks;C;2022;25;71;19;52;0.268;17.5;3.1;5.2;0.596;0.1;0.3;0.217;1.4;1.8;0.762;1.8;3.5;5.4;1.2;1.1;0.4;0.6;0.4;1.7;2.1;7.7;-4.6;7;0;115.9;0.197;0.305;0.144;0.32;6.7;5.9;5.2;18.1;0.023
Duane Washington Jr.;C;2022;22;48;12;36;0.25;20.2;3.6;8.9;0.405;1.7;4.5;0.377;1;1.3;0.754;0.1;1.6;1.7;1.8;1.2;0.5;0.1;0.6;1.4;1.4;9.9;-2.6;0;0;116.1;0.082;0.123;0.188;0.028;7.9;5.4;6;21.5;0.026
Duncan Robinson;SF;2022;28;79;52;27;0.658;25.9;3.7;9.2;0.399;2.9;7.9;0.372;0.6;0.8;0.836;0.3;2.3;2.6;1.6;0.8;0.5;0.2;0.2;2.5;1;10.9;1.3;0;0;107.9;0.089;0.126;0.128;0.114;8.4;6.3;6.6;21.6;0.094
Dwight Howard;C;2022;36;60;21;39;0.35;16.2;2.2;3.7;0.612;0.1;0.3;0.533;1.6;2.4;0.658;2;4;5.9;0.6;0.8;0.6;0.6;0.4;1.9;2;6.2;-2.1;5;0;115;0.246;0.356;0.225;0.434;5.7;4;5.3;16.8;0.025
Dwight Powell;C;2022;30;82;52;30;0.634;21.9;3.3;4.9;0.671;0.2;0.5;0.351;2;2.6;0.783;2.1;2.8;4.9;1.2;0.8;0.5;0.5;0.3;2.7;3;8.7;0.9;2;0;110.6;0.134;0.194;0.146;0.298;7.1;5.9;5.3;22.2;0.062
Dylan Windler;SF;2022;25;50;28;22;0.56;9.2;0.7;2;0.378;0.4;1.4;0.3;0.3;0.4;0.833;0.4;1.4;1.8;0.7;0.3;0.3;0.1;0.1;0.9;0.4;2.2;-0.2;0;0;101.6;0.146;0.21;0.2;0.1;3.4;2.7;2.1;8.9;0.051
Ed Davis;C;2022;32;31;15;16;0.484;6.5;0.4;0.5;0.688;0;0;0;0.2;0.5;0.429;0.5;1.6;2.1;0.2;0.2;0.1;0.3;0;1.1;0.4;0.9;0.5;0;0;94.9;0.23;0.321;0.1;0.643;2.5;1.4;1.6;4.8;0.049
Elfrid Payton;PG;2022;28;50;39;11;0.78;11;1.3;3.5;0.383;0.1;0.4;0.222;0.2;0.6;0.375;0.4;1.3;1.8;2;0.9;0.5;0.1;0.6;0.8;0.6;3;-0.9;0;0;105;0.115;0.165;0.266;0.133;4;2.9;2.8;9.4;0.05
Elijah Hughes;SF;2022;24;36;15;21;0.417;12.1;1.3;4;0.326;0.7;2.6;0.263;0.2;0.3;0.778;0.2;1.4;1.6;0.6;0.5;0.4;0.2;0.1;1.1;0.6;3.5;-6.4;0;0;121.8;0.118;0.182;0.206;0.222;5.6;4.1;4.4;13.1;-0.006
Enes Freedom;C;2022;29;35;20;15;0.571;11.8;1.5;2.8;0.526;0.1;0.1;0.4;0.7;0.8;0.857;1.7;2.8;4.6;0.2;0.6;0.1;0.4;0.5;1.2;0.8;3.7;2;2;0;103.8;0.219;0.302;0.089;0.35;3.5;3.3;2.7;9.9;0.057
Eric Bledsoe;SG;2022;32;54;27;27;0.5;25.2;3.6;8.7;0.421;0.9;3;0.313;1.6;2.2;0.761;0.5;2.9;3.4;4.2;2.1;1.3;0.4;0.4;1.6;2.7;9.9;-0.7;2;0;106.4;0.105;0.16;0.315;0.167;9;7.9;6.7;25.8;0.103
Eric Gordon;SG;2022;33;57;19;38;0.333;29.3;4.7;9.9;0.475;2.2;5.3;0.412;1.8;2.4;0.778;0.3;1.7;2;2.7;1.9;0.5;0.3;0.4;1.1;1.8;13.4;-3.1;0;0;113.6;0.056;0.083;0.126;0.115;12.2;8.9;8.4;31.4;0.058
Eric Paschall;PF;2022;25;58;36;22;0.621;12.7;2;4.1;0.485;0.7;1.9;0.37;1.1;1.5;0.767;0.5;1.3;1.8;0.6;0.5;0.2;0.1;0.4;0.9;1;5.8;-0.5;0;0;111.3;0.1;0.144;0.09;0.077;4.7;3.8;3.5;12.9;0.034
Eugene Omoruyi;SG;2022;25;4;1;3;0.25;4.5;0.5;1.3;0.4;0.3;0.5;0.5;0.5;1;0.5;0.5;1.3;1.8;0.5;0;0;0;0;0.5;0.5;1.8;0.8;0;0;88.1;0.278;0.385;0;0;3.5;0;1;3;0.05
Evan Fournier;SG;2022;29;80;36;44;0.45;29.5;5;12.1;0.417;3;7.7;0.389;1;1.4;0.708;0.4;2.2;2.6;2.1;1.3;1;0.3;0.4;2.3;1.2;14.1;-1.2;0;0;112.5;0.073;0.105;0.248;0.084;9.8;7.9;8.3;28.4;0.068
Evan Mobley;SG;2022;20;69;40;29;0.58;33.8;6.1;12;0.508;0.3;1.3;0.25;2.4;3.7;0.663;2.1;6.2;8.3;2.5;1.9;0.8;1.7;0.7;2.1;3;15;1.4;21;0;106.8;0.174;0.262;0.167;0.481;11.9;8.9;8.2;32.1;0.134
Facundo Campazzo;PG;2022;31;65;38;27;0.585;18.2;1.6;4.6;0.361;0.9;3;0.301;0.9;1.2;0.769;0.4;1.4;1.8;3.4;1;1;0.4;0.1;1.9;1.7;5.1;-3.3;2;0;110.7;0.08;0.114;0.325;0.235;6.7;4.2;4;17.3;0.051
Frank Jackson;PG;2022;24;53;9;44;0.17;22;3.7;9.1;0.402;1.6;5.3;0.308;1.6;2;0.827;0.4;1.3;1.6;1;0.7;0.5;0.2;0.5;1.7;1.6;10.6;-3.5;0;0;110.9;0.058;0.089;0.142;0.067;7.4;5.6;5.3;22.6;0.062
Frank Kaminsky;C;2022;29;9;8;1;0.889;20.1;4;7.3;0.545;0.6;1.7;0.333;2;2.2;0.9;1.2;3.3;4.6;1.4;0.6;0.9;0.8;0.3;1.6;2.1;10.6;4.3;0;0;96;0.144;0.219;0.186;0.318;5.9;6.4;5;22.2;0.15
Frank Ntilikina;PG;2022;23;58;34;24;0.586;11.8;1.5;3.8;0.399;0.7;1.9;0.342;0.4;0.4;0.96;0.2;1.2;1.4;1.2;0.5;0.5;0.1;0.2;1.1;0.6;4.1;1.1;0;0;102.3;0.094;0.138;0.233;0.121;3.5;3.3;3.2;11.1;0.064
Franz Wagner;PG;2022;20;79;21;58;0.266;30.7;5.8;12.3;0.468;1.2;3.4;0.354;2.4;2.8;0.863;1.1;3.4;4.5;2.9;1.5;0.9;0.4;1.1;2.1;2.4;15.2;-3.1;2;0;110.8;0.106;0.15;0.206;0.145;10.3;8.3;7.7;27.1;0.086
Fred VanVleet;SG;2022;28;65;39;26;0.6;37.9;6.8;16.9;0.403;3.7;9.9;0.377;3;3.4;0.874;0.7;3.8;4.4;6.7;2.6;1.7;0.5;0.8;2.5;3;20.3;3.3;10;1;108.5;0.1;0.151;0.246;0.155;11.3;10.7;9;35.1;0.131
Freddie Gillespie;PF;2022;24;9;1;8;0.111;13.2;1;2.4;0.409;0;0.1;0;0.3;0.8;0.429;1.4;2.6;4;0.6;0.6;0.3;1;0.6;2;1.8;2.3;-3.2;0;0;110.4;0.183;0.303;0.167;0.529;3;4.3;2.4;10.7;0.037
Furkan Korkmaz;SG;2022;24;67;44;23;0.657;21.1;2.7;7;0.387;1.1;4;0.289;1;1.3;0.81;0.3;2.3;2.6;1.9;0.7;0.5;0.1;0.3;0.9;1.3;7.6;0.5;1;0;108;0.104;0.158;0.14;0.057;6.7;6.7;6.2;20.4;0.077
Gabe Vincent;PG;2022;25;68;47;21;0.691;23.4;3.1;7.5;0.417;1.8;4.8;0.368;0.6;0.8;0.815;0.3;1.5;1.9;3.1;1.4;0.9;0.2;0.3;2.3;1.3;8.7;1.5;0;0;106;0.064;0.096;0.253;0.104;7.7;6.4;6;19.6;0.099
Gabriel Deck;PF;2022;27;7;2;5;0.286;7.9;1.1;2;0.571;0.3;0.6;0.5;0;0;0;0.1;0.7;0.9;0.7;0.3;0.1;0;0;0.3;0;2.6;-2;0;0;113.6;0.077;0.119;0.25;0;4.6;3.3;3.9;8.6;0.016
Gabriel Lundberg;PF;2022;27;4;1;3;0.25;11.1;1.3;4.8;0.263;0.8;2;0.375;0;0;0;0.5;1.3;1.8;2.8;0.8;0.8;0;0.5;1.8;0.8;3.3;4.8;0;0;103.1;0.119;0.172;0.214;0;5;2;1;9;0.058
Garrett Temple;SG;2022;36;59;23;36;0.39;18.6;1.9;5;0.376;1;3.1;0.319;0.5;0.7;0.683;0.5;1.9;2.4;1.3;0.7;0.7;0.4;0.2;1.4;0.9;5.2;-5.5;0;0;114.7;0.106;0.156;0.247;0.25;6.9;5.5;4.6;17.7;0.031
Garrison Mathews;SG;2022;25;65;19;46;0.292;26.3;2.8;7.1;0.399;2.1;5.9;0.36;2.2;2.8;0.794;0.5;2.4;2.9;1;0.6;0.9;0.4;0.2;2.6;2.6;10;-3.4;0;0;116.5;0.093;0.142;0.227;0.154;11.4;8.4;8.5;29.3;0.029
Gary Clark;PF;2022;27;38;20;18;0.526;10;0.9;2.3;0.375;0.7;1.8;0.4;0.2;0.3;0.7;0.6;1.8;2.4;0.5;0.3;0.3;0.2;0.2;0.5;0.2;2.7;-0.5;0;0;107.8;0.174;0.265;0.191;0.152;3.4;3.5;1.6;9.1;0.038
Gary Harris;SG;2022;27;61;16;45;0.262;28.4;3.9;9.1;0.434;1.9;5;0.384;1.4;1.6;0.874;0.6;1.4;2;1.8;1;1;0.1;0.5;1.8;1.2;11.1;-3.4;0;0;110.1;0.048;0.07;0.215;0.056;9.8;7.7;7.3;26.9;0.085
Gary Payton II;PG;2022;29;71;47;24;0.662;17.6;3;4.8;0.616;0.6;1.7;0.358;0.5;0.8;0.603;1;2.5;3.5;0.9;0.6;1.4;0.3;0.1;1.8;0.7;7.1;2.5;1;0;102.3;0.132;0.195;0.344;0.164;5.9;4.8;4;16.1;0.095
Gary Trent Jr.;SG;2022;23;70;44;26;0.629;35;6.4;15.5;0.414;3;7.8;0.383;2.5;2.9;0.853;0.4;2.4;2.7;2;1;1.7;0.3;0.6;2.1;2.2;18.3;2.4;0;0;110.2;0.07;0.103;0.266;0.084;9.5;10.1;8.6;34.3;0.104
George Hill;PG;2022;36;54;36;18;0.667;23.2;2.2;5.1;0.429;0.8;2.5;0.306;1.1;1.1;0.919;0.7;2.2;2.9;2.2;0.8;0.8;0.1;0.3;1.3;1.1;6.2;5.8;0;0;100.8;0.084;0.121;0.192;0.058;6.6;6;5.1;20;0.134
George King;PG;2022;28;4;2;2;0.5;4.8;0;1.3;0;0;1;0;0.3;0.5;0.5;0;1.3;1.3;0;0.3;0;0;0.3;1;0.3;0.3;-6.8;0;0;150;0.25;0.455;0;0;4.3;3.3;2.5;7;-0.046
Georges Niang;PF;2022;28;76;48;28;0.632;22.8;3.2;7.4;0.437;2.1;5.1;0.403;0.7;0.8;0.881;0.3;2.3;2.7;1.3;0.8;0.4;0.2;0.4;2.5;0.8;9.2;0.9;0;0;109;0.097;0.144;0.123;0.073;7.8;5.9;7.2;20.8;0.077
Georgios Kalaitzakis;PF;2022;23;13;8;5;0.615;16.4;2.4;5.2;0.463;0.8;2;0.385;1.1;2.3;0.467;0.5;1.2;1.6;0.9;1.5;0.8;0.2;0;1.5;1.6;6.6;-10.3;0;0;124.9;0.074;0.115;0.379;0.1;6.4;5.8;6.5;18.9;-0.022
Giannis Antetokounmpo;PF;2022;27;67;45;22;0.672;32.9;10.3;18.6;0.553;1.1;3.6;0.293;8.3;11.4;0.722;2;9.6;11.6;5.8;3.3;1.1;1.4;0.9;3.2;8.8;29.9;5.9;46;4;107.9;0.267;0.366;0.202;0.467;10.3;8.1;6.6;28.3;0.122
Goga Bitadze;C;2022;22;50;17;33;0.34;14.6;2.6;5;0.52;0.5;1.6;0.288;1.3;1.9;0.681;1.6;2;3.5;1.1;0.9;0.4;0.8;0.5;2.1;1.7;7;-0.6;2;0;116.4;0.139;0.215;0.184;0.494;5.6;4.2;4.6;16.9;0.017
Goran Dragic;C;2022;36;21;10;11;0.476;23.7;2.7;7.2;0.377;0.8;3;0.254;1.3;1.6;0.818;0.6;2.5;3.1;4.1;1.6;0.9;0.2;0.4;2.1;1.8;7.5;0.3;0;0;111.7;0.104;0.166;0.2;0.074;9.1;6.2;7.5;23.8;0.061
Gordon Hayward;SF;2022;32;49;26;23;0.531;31.9;5.8;12.6;0.459;1.8;4.5;0.391;2.6;3;0.846;0.8;3.8;4.6;3.6;1.7;1;0.4;0.6;1.7;2.9;15.9;-0.4;1;0;111;0.114;0.17;0.16;0.145;10.1;9.7;9.4;31.9;0.088
Gorgui Dieng;C;2022;32;44;23;21;0.523;8.4;1.2;2.5;0.473;0.7;1.5;0.426;0.4;0.6;0.731;0.7;2;2.8;0.8;0.5;0.3;0.3;0.1;1.2;0.7;3.5;-1.4;0;0;109.5;0.238;0.34;0.212;0.433;3.3;2;2.2;8.1;0.027
Grant Williams;PF;2022;23;77;49;28;0.636;24.4;2.7;5.6;0.475;1.4;3.4;0.411;1.1;1.2;0.905;0.8;2.7;3.6;1;0.8;0.5;0.7;0.2;2.4;1.3;7.8;1.9;1;0;108;0.107;0.16;0.14;0.237;8.5;6.1;6.1;22.7;0.089
Grayson Allen;SG;2022;26;66;43;23;0.652;27.3;3.9;8.6;0.448;2.4;5.9;0.409;1;1.1;0.865;0.5;2.9;3.4;1.5;0.7;0.7;0.3;0.4;1.5;1;11.1;3.5;0;0;107.5;0.097;0.136;0.156;0.11;8.7;7.1;6.2;24;0.103
Greg Brown III;SG;2022;20;48;14;34;0.292;13.3;1.7;4;0.426;0.4;1.3;0.311;0.9;1.4;0.677;0.8;2;2.8;0.7;0.8;0.5;0.5;0.4;1.9;1.1;4.7;-5;0;0;116.8;0.15;0.231;0.26;0.407;5.8;4;4.8;12.5;0.014
Greg Monroe;SG;2022;31;14;7;7;0.5;13.9;2.3;4.1;0.561;0;0;0;0.9;1.6;0.522;2.1;2.4;4.6;1.6;0.9;0.6;0.7;0.7;1.7;1.3;5.4;0.4;0;0;108.9;0.176;0.254;0.229;0.435;4.4;4.6;3.5;13.9;0.047
Hamidou Diallo;SF;2022;23;58;14;44;0.241;21.9;4.5;9.1;0.496;0.4;1.6;0.247;1.6;2.4;0.65;1.2;3.6;4.8;1.3;1;1.2;0.3;0.4;2.5;2.2;11;-3.6;5;0;110.7;0.162;0.245;0.316;0.148;7.1;5.9;4.8;21.2;0.063
Harrison Barnes;PF;2022;29;77;27;50;0.351;33.6;5.1;10.8;0.469;1.8;4.7;0.394;4.4;5.4;0.826;1.1;4.5;5.6;2.4;1.5;0.7;0.2;0.6;1.2;4;16.4;-4.9;5;0;116.7;0.135;0.196;0.148;0.062;12.5;10.2;10.2;37.1;0.035
Hassan Whiteside;C;2022;32;65;40;25;0.615;17.9;3.3;5.1;0.652;0;0;0;1.6;2.6;0.623;2.6;5;7.6;0.4;0.8;0.3;1.6;0.5;2.8;2.4;8.2;3.5;14;0;109;0.275;0.389;0.117;0.715;6.8;4.8;4.7;17.6;0.06
Hassani Gravett;C;2022;25;8;2;6;0.25;21.4;2.3;4.8;0.474;1.4;3.3;0.423;0.4;0.5;0.75;0.1;2.5;2.6;2.5;1.1;0.6;0.1;0.4;1.6;1;6.3;-0.3;0;0;107.6;0.114;0.183;0.172;0.083;5.9;5.8;4.1;16.8;0.076
Haywood Highsmith;C;2022;25;19;13;6;0.684;8.6;0.8;2.4;0.348;0.5;1.5;0.321;0.1;0.3;0.4;0.5;0.8;1.4;0.3;0.2;0.1;0.2;0.2;0.7;0.2;2.3;-1.9;0;0;114;0.097;0.139;0.105;0.3;3.3;2.8;1.4;8.1;0.017
Herbert Jones;PF;2022;23;78;36;42;0.462;29.9;3.5;7.4;0.476;0.7;2.2;0.337;1.8;2.1;0.84;1.3;2.5;3.8;2.1;1.3;1.7;0.8;0.7;3.1;1.8;9.5;0.9;1;0;110.2;0.086;0.121;0.306;0.297;9.4;7.6;6.3;27.4;0.089
Ignas Brazdeikis;SF;2022;23;42;9;33;0.214;12.8;1.9;4.5;0.431;0.6;2.1;0.31;0.5;0.8;0.656;0.5;1.2;1.7;0.9;0.4;0.2;0.1;0.3;1.1;0.8;5;-4.1;0;0;116.4;0.09;0.129;0.161;0.064;4.6;4.1;3.4;12.8;0.015
Immanuel Quickley;PG;2022;22;78;35;43;0.449;23.1;3.6;9.3;0.392;1.8;5.1;0.346;2.3;2.6;0.881;0.4;2.8;3.2;3.5;1.3;0.7;0;0.4;2.1;2;11.3;3.4;4;2;104.8;0.114;0.165;0.195;0.018;6.4;5.7;3.7;18.4;0.104
Isaac Bonga;SF;2022;22;15;9;6;0.6;4.6;0.2;0.9;0.231;0.1;0.3;0.25;0.3;0.5;0.625;0.3;0.2;0.5;0.3;0.1;0.5;0.1;0.1;0.7;0.3;0.8;-2.1;0;0;106.7;0.038;0.067;0.421;0.333;1.1;1.8;0.7;3.9;0.02
Isaac Okoro;SG;2022;21;67;34;33;0.507;29.6;3.1;6.4;0.48;0.8;2.3;0.35;1.8;2.3;0.768;1.1;1.9;3;1.8;0.9;0.8;0.3;0.5;2.4;1.9;8.8;1.5;0;0;109.3;0.065;0.092;0.196;0.12;10.4;7.2;7.3;29.5;0.096
Isaiah Hartenstein;C;2022;24;68;37;31;0.544;17.9;3.4;5.4;0.626;0.2;0.4;0.467;1.3;1.9;0.689;1.7;3.2;4.9;2.4;1.2;0.7;1.1;0.3;2.5;2;8.3;2.5;2;0;105;0.158;0.242;0.244;0.503;6.7;6.1;4.9;18.4;0.082
Isaiah Jackson;C;2022;20;36;9;27;0.25;15;3.2;5.7;0.563;0.1;0.4;0.313;1.7;2.4;0.682;1.7;2.5;4.1;0.3;1.1;0.7;1.4;0.3;2.6;2;8.3;-1.1;3;0;116.1;0.157;0.237;0.278;0.642;6.3;4.7;4.1;16.1;0.019
Isaiah Joe;SG;2022;22;55;35;20;0.636;11.1;1.1;3.2;0.35;0.8;2.5;0.333;0.5;0.6;0.935;0.1;0.9;1;0.6;0.3;0.3;0.1;0.1;0.9;0.6;3.6;0.4;0;0;106.5;0.079;0.123;0.133;0.042;3.9;3.2;2.9;9.8;0.046
Isaiah Livers;SG;2022;23;19;8;11;0.421;20.2;2.2;4.7;0.456;1.4;3.4;0.422;0.6;0.7;0.857;0.8;2.2;3;1.1;0.8;0.7;0.4;0.2;1.9;0.6;6.4;-0.5;1;0;114.6;0.109;0.17;0.191;0.206;6.9;4.9;4.8;22.7;0.033
Isaiah Roby;PF;2022;24;45;10;35;0.222;21.1;3.7;7.2;0.514;1;2.2;0.444;1.7;2.6;0.672;1.7;3.2;4.8;1.6;1;0.8;0.8;0.5;2.4;2.1;10.1;-4.1;4;0;113.4;0.145;0.212;0.228;0.337;7.4;6;5.1;23.2;0.044
Isaiah Stewart;C;2022;20;71;21;50;0.296;25.6;3.5;6.9;0.51;0.2;0.6;0.326;1;1.5;0.718;3.2;5.5;8.7;1.2;1.2;0.3;1.1;0.5;3;1.7;8.3;-5.2;12;0;112.1;0.217;0.312;0.085;0.426;8.6;6.5;5.9;25.1;0.061
Isaiah Thomas;PG;2022;33;22;12;10;0.545;15.2;3;7.6;0.401;1.3;3.8;0.337;1;1.2;0.846;0.2;1.1;1.3;1.5;0.7;0.3;0.2;0.4;1.5;1;8.4;-0.5;0;0;109;0.071;0.111;0.125;0.128;5.5;5;4.5;13.9;0.051
Isaiah Todd;PG;2022;20;12;1;11;0.083;6.2;0.6;2.2;0.269;0.3;1.3;0.25;0.2;0.5;0.333;0.3;0.8;1;0.3;0.3;0.3;0.2;0.3;0.3;0.3;1.7;-2;0;0;103.2;0.123;0.176;0.444;0.25;1.8;1.7;2.4;6.2;0.031
Ish Smith;PG;2022;33;65;27;38;0.415;17.3;2.8;6.6;0.43;0.4;1;0.373;0.2;0.4;0.625;0.4;1.8;2.2;3.8;1.2;0.7;0.4;0.3;1.2;0.7;6.3;-2.4;1;0;113.8;0.1;0.156;0.267;0.183;5.9;5.2;4.9;16.3;0.034
Ish Wainright;PG;2022;27;45;36;9;0.8;8;0.9;2.3;0.394;0.4;1.3;0.322;0.2;0.3;0.583;0.6;0.6;1.2;0.3;0.3;0.4;0.1;0.2;1.1;0.4;2.4;0.9;0;0;100.6;0.072;0.1;0.308;0.14;3;1.6;1.4;6.5;0.047
Ivica Zubac;C;2022;25;76;40;36;0.526;24.4;4.1;6.5;0.626;0;0;0;2.2;3;0.727;2.9;5.6;8.5;1.6;1.5;0.5;1;0.6;2.7;2.7;10.3;-1.7;25;0;112.2;0.223;0.321;0.138;0.47;8.3;6.9;6.9;25.3;0.057
JT Thor;PG;2022;19;33;18;15;0.545;7.9;0.7;1.7;0.436;0.2;0.8;0.259;0.4;0.6;0.6;0.3;1;1.3;0.6;0.3;0.2;0.3;0.1;0.8;0.5;2;-0.2;0;0;106.9;0.111;0.172;0.2;0.297;2.8;2.2;2.8;8.5;0.032
Ja Morant;PG;2022;22;57;36;21;0.632;33.1;10.2;20.6;0.493;1.5;4.5;0.344;5.5;7.3;0.761;1.4;4.4;5.7;6.7;3.4;1.2;0.4;1.7;1.5;5.8;27.4;3.3;10;1;111.2;0.124;0.178;0.19;0.089;10.3;8.5;9;33.1;0.089
